No,Site_ID,Site,Lat,Long,Date,Time,Monitor_ID,Monitor,Participants,Weather,Land Use,Turbidity_NTU,WaterTemp_C,DissolvedOxygen_ppm,pH,AirTemp_C,Salinity_ppt,Nitrates_ppm,Litter_lbs,Most_Abundant_Litter,Most_Abundant_Species,Species_Found,Wind_Speed_mph,Wind_Direction
409,2,Fort De Soto North Beach,27.635809,-82.738715,4/23/15,11:13:00 AM,28,Thames Group,,RAIN,PARK,,,,,,,,3,Plastic,,23,,
410,2,Fort De Soto North Beach,27.635809,-82.738715,4/27/15,12:02:00 PM,31,Clearwater Academy,,CLEAR,PARK,,27.4,7.77,7.9,29.2,31.8,72.3,3,Cigarette Butts,Pinfish,16,8,NNW
411,2,Fort De Soto North Beach,27.635809,-82.738715,4/30/15,12:15:00 PM,200,Orlando Montessori Bilingual Academy,,PARTLY CLOUDY,PARK,,24.6,8.08,8.28,25.2,51.5,54.1,1,Cigarette Butts,Pinfish,18,24,NNW
412,2,Fort De Soto North Beach,27.635809,-82.738715,5/1/15,1:15:00 PM,10,Discovery Academy of Lake Alfred,,CLEAR,PARK,,26.6,7.87,8.47,27.8,35,61.2,3,Cigarette Butts,Pinfish,12,,
413,2,Fort De Soto North Beach,27.635809,-82.738715,5/5/15,11:45:00 AM,3,WS HAB,,PARTLY CLOUDY,PARK,8.3,26.6,7.87,8.33,30.1,33.9,26.4,,,Pinfish,23,15,E
414,2,Fort De Soto North Beach,27.635809,-82.738715,5/7/15,2:00:00 PM,126,Westlake Christian School,,CLEAR,PARK,,29.7,7.47,8.4,28,31.5,,4,Cigarette Butts,Pinfish,20,10,E
415,2,Fort De Soto North Beach,27.635809,-82.738715,5/8/15,1:30:00 PM,19,Plato Academy Seminole,,CLEAR,PARK,,26.9,,8.35,28.9,,,3.5,Cigarette Butts,Gulf Shrimp,16,12,E
416,2,Fort De Soto North Beach,27.635809,-82.738715,5/8/15,1:00:00 PM,19,Plato Academy Seminole,,CLEAR,PARK,,27.2,7.8,8.39,31.1,32.1,,1.5,Cigarette Butts,Pinfish,15,12,E
417,2,Fort De Soto North Beach,27.635809,-82.738715,5/14/15,1:00:00 PM,18,Saint Cecelia Interparochial School,,CLEAR,PARK,,28.9,7.57,8.32,31.2,32.5,86,1.5,Cigarette Butts,Pinfish,18,5,
418,2,Fort De Soto North Beach,27.635809,-82.738715,5/14/15,12:15:00 PM,18,Saint Cecelia Interparochial School,,CLEAR,PARK,,29.9,7.44,8.53,31.6,32.2,83,3,Cigarette Butts,Pinfish,17,5,
419,2,Fort De Soto North Beach,27.635809,-82.738715,5/15/15,1:35:00 PM,20,Plato Academy Tarpon Springs,,CLEAR,PARK,,30.7,7.35,8.39,30.7,29,79,4,Cigarette Butts,,24,8,ESE
420,2,Fort De Soto North Beach,27.635809,-82.738715,5/15/15,3:00:00 PM,20,Plato Academy Tarpon Springs,,CLEAR,PARK,,28.9,7.46,8.29,31.1,,78.6,2,Cigarette Butts,,25,8,ESE
421,2,Fort De Soto North Beach,27.635809,-82.738715,5/22/15,11:30:00 AM,17,Plato Academy Clearwater,,CLEAR,PARK,,31,7.29,8.33,29.6,35,60.9,1.5,Cigarette Butts,,13,,
422,2,Fort De Soto North Beach,27.635809,-82.738715,5/27/15,3:37:00 PM,4,WS SIM,,CLEAR,PARK,,31.9,7.18,,33,36,,2,Cigarette Butts,,21,,
423,2,Fort De Soto North Beach,27.635809,-82.738715,5/28/15,10:15:00 AM,22,Learning Gate Community School,,,PARK,,,,,,,,,,Pinfish,12,,
424,2,Fort De Soto North Beach,27.635809,-82.738715,5/28/15,11:45:00 AM,22,Learning Gate Community School,,CLEAR,PARK,,28.9,7.58,8.27,29.3,30.2,,4,CIGARETTE BUTTS,Pinfish,19,5,E
425,2,Fort De Soto North Beach,27.635809,-82.738715,5/28/15,1:45:00 PM,22,Learning Gate Community School,,,PARK,,,,,,,,,,Pinfish,19,,
426,2,Fort De Soto North Beach,27.635809,-82.738715,5/29/15,11:30:00 AM,20,Plato Academy Tarpon Springs,,CLEAR,PARK,,28.8,7.59,8.83,30.1,30.1,37.7,3.5,Cigarette Butts,Pinfish,20,,
427,2,Fort De Soto North Beach,27.635809,-82.738715,6/2/15,11:30:00 AM,4,WS SIM,,,PARK,,,,,,,,1,Rubber,Pinfish,18,,
428,2,Fort De Soto North Beach,27.635809,-82.738715,6/4/15,11:45:00 AM,3,WS HAB,,CLEAR,PARK,,30,,7.5,32,30.2,,,,Gulf Shrimp,20,,
429,2,Fort De Soto North Beach,27.635809,-82.738715,6/5/15,10:50:00 AM,3,WS HAB,,CLEAR,PARK,,,,,,,,1.5,Cigarette Butts,Gulf Shrimp,26,,
430,1,Coquina Bayside,27.448247,-82.68879,6/8/15,12:30:00 PM,201,St. Joseph Catholic School,,CLEAR,PARK,,,,,31,,,13,Cigarette Butts,Gulf Pipefish,16,4,W
431,2,Fort De Soto North Beach,27.635809,-82.738715,6/9/15,8:30:00 AM,3,WS HAB,,CLEAR,PARK,,,,,31,,,1.5,Cigarette Butts,Gulf Shrimp,25,6,SW
432,2,Fort De Soto North Beach,27.635809,-82.738715,6/10/15,8:30:00 AM,3,WS HAB,,PARTLY CLOUDY,PARK,,29.4,7.52,8.13,28.8,29.1,58.1,1.5,Cigarette Butts,Ghost Shrimp,11,11,S
433,2,Fort De Soto North Beach,27.635809,-82.738715,6/11/15,1:30:00 PM,4,WS SIM,,PARTLY CLOUDY,PARK,,31.7,7.23,7.9,33.7,27.5,71.3,,,Ghost Shrimp,11,6,SE
434,2,Fort De Soto North Beach,27.635809,-82.738715,6/12/15,11:45:00 AM,3,WS HAB,,CLOUDY,PARK,,28.8,,,31,,,1.5,Cigarette Butts,Pinfish,17,9,SE
435,2,Fort De Soto North Beach,27.635809,-82.738715,6/14/15,8:30:00 AM,3,WS HAB,,PARTLY CLOUDY,PARK,,26.7,7.88,7.8,27.8,28.7,76,1.5,Cigarette Butts,Gulf Shrimp,19,12,SE
436,2,Fort De Soto North Beach,27.635809,-82.738715,6/15/15,12:30:00 PM,4,WS SIM,,PARTLY CLOUDY,PARK,,,,,31.7,,,1.5,Cigarette Butts,Ghost Shrimp,15,4,SW
437,2,Fort De Soto North Beach,27.635809,-82.738715,6/17/15,1:15:00 PM,4,WS SIM,,CLEAR,PARK,,,,,33,,,,,,19,6,W
438,2,Fort De Soto North Beach,27.635809,-82.738715,6/19/15,8:30:00 AM,3,WS HAB,,PARTLY CLOUDY,PARK,,,,,33,,,2,Cigarette Butts,Ghost Shrimp,22,8,N
439,2,Fort De Soto North Beach,27.635809,-82.738715,6/24/15,11:30:00 AM,3,WS HAB,,CLEAR,PARK,,,,,32,,,2.5,Plastic,Gulf Pipefish,22,9,SW
440,2,Fort De Soto North Beach,27.635809,-82.738715,6/28/15,8:45:00 AM,3,WS HAB,,PARTLY CLOUDY,PARK,,,,,32,,,5,Cigarette Butts,Gulf Pipefish,16,8,SW
441,3,Fort De Soto East Beach,27.624233,-82.707601,6/29/15,9:30:00 AM,4,WS SIM,,PARTLY CLOUDY,PARK,,,,,31,,,2.5,Plastic,Gulf Pipefish,14,10,NW
442,2,Fort De Soto North Beach,27.635809,-82.738715,7/18/15,9:15:00 AM,4,WS SIM,,PARTLY CLOUDY,PARK,4.2,28.4,6.6,8.11,30.8,30.4,,3.5,PLASTIC,Long-wristed hermit crab,19,8,SW
